machine learning;SjS;report
>23846435;First_Filter=FAILED;Last_filter=PASSED
>23842533;First_Filter=FAILED;Last_filter=PASSED
>23817629;First_Filter=FAILED;Last_filter=FAILED
>23809015;First_Filter=FAILED;Last_filter=FAILED
>27481767;First_Filter=FAILED;Last_filter=PASSED
>23799053;First_Filter=FAILED;Last_filter=FAILED
>23792982;First_Filter=FAILED;Last_filter=FAILED
>23754426;First_Filter=FAILED;Last_filter=PASSED
>23745152;First_Filter=FAILED;Last_filter=FAILED
>29220919;First_Filter=FAILED;Last_filter=PASSED
>23690949;First_Filter=FAILED;Last_filter=PASSED
>23638379;First_Filter=FAILED;Last_filter=PASSED
>23637983;First_Filter=FAILED;Last_filter=FAILED
>23626914;First_Filter=FAILED;Last_filter=FAILED
>23603789;First_Filter=FAILED;Last_filter=FAILED
>23592219;First_Filter=FAILED;Last_filter=PASSED
>23574496;First_Filter=FAILED;Last_filter=FAILED
>23574118;First_Filter=FAILED;Last_filter=FAILED
>23543913;First_Filter=FAILED;Last_filter=PASSED
>23541745;First_Filter=FAILED;Last_filter=PASSED
>23525896;First_Filter=FAILED;Last_filter=PASSED
>23451981;First_Filter=FAILED;Last_filter=PASSED
>23447666;First_Filter=FAILED;Last_filter=PASSED
>23441572;First_Filter=FAILED;Last_filter=PASSED
>23380715;First_Filter=FAILED;Last_filter=FAILED
>23375004;First_Filter=FAILED;Last_filter=PASSED
>23372073;First_Filter=FAILED;Last_filter=PASSED
>23367259;First_Filter=FAILED;Last_filter=PASSED
>23367112;First_Filter=FAILED;Last_filter=PASSED
>23367033;First_Filter=FAILED;Last_filter=FAILED
>23366483;First_Filter=FAILED;Last_filter=FAILED
>27481278;First_Filter=FAILED;Last_filter=PASSED
>23356008;First_Filter=FAILED;Last_filter=FAILED
>23304352;First_Filter=FAILED;Last_filter=PASSED
>23294871;First_Filter=FAILED;Last_filter=PASSED
>23288787;First_Filter=FAILED;Last_filter=FAILED
>23278450;First_Filter=FAILED;Last_filter=FAILED
>23244782;First_Filter=FAILED;Last_filter=FAILED
>23244503;First_Filter=FAILED;Last_filter=PASSED
>23221176;First_Filter=FAILED;Last_filter=FAILED
>23215043;First_Filter=FAILED;Last_filter=PASSED
>23175461;First_Filter=FAILED;Last_filter=PASSED
>23174094;First_Filter=FAILED;Last_filter=FAILED
>23118845;First_Filter=FAILED;Last_filter=FAILED
>23066818;First_Filter=FAILED;Last_filter=PASSED
>22962451;First_Filter=FAILED;Last_filter=FAILED
>22936970;First_Filter=FAILED;Last_filter=PASSED
>22894513;First_Filter=FAILED;Last_filter=FAILED
>22883311;First_Filter=FAILED;Last_filter=PASSED
>22874386;First_Filter=FAILED;Last_filter=PASSED
>22842996;First_Filter=FAILED;Last_filter=FAILED
>22811657;First_Filter=FAILED;Last_filter=PASSED
>22761929;First_Filter=FAILED;Last_filter=PASSED
>22738405;First_Filter=FAILED;Last_filter=PASSED
>22734773;First_Filter=FAILED;Last_filter=PASSED
>22689776;First_Filter=FAILED;Last_filter=PASSED
>22592391;First_Filter=FAILED;Last_filter=FAILED
>22539773;First_Filter=FAILED;Last_filter=FAILED
>22515596;First_Filter=FAILED;Last_filter=FAILED
>22510477;First_Filter=FAILED;Last_filter=FAILED
>22504458;First_Filter=FAILED;Last_filter=FAILED
>22493177;First_Filter=FAILED;Last_filter=PASSED
>22471845;First_Filter=FAILED;Last_filter=PASSED
>22443093;First_Filter=FAILED;Last_filter=PASSED
>22390939;First_Filter=FAILED;Last_filter=FAILED
>22376768;First_Filter=FAILED;Last_filter=PASSED
>22341828;First_Filter=FAILED;Last_filter=PASSED
>22321698;First_Filter=FAILED;Last_filter=FAILED
>22319115;First_Filter=FAILED;Last_filter=PASSED
>22264063;First_Filter=FAILED;Last_filter=FAILED
>22245601;First_Filter=FAILED;Last_filter=PASSED
>22198263;First_Filter=FAILED;Last_filter=PASSED
>22195169;First_Filter=FAILED;Last_filter=FAILED
>22151929;First_Filter=FAILED;Last_filter=PASSED
>22151901;First_Filter=FAILED;Last_filter=FAILED
>22098113;First_Filter=FAILED;Last_filter=PASSED
>22094642;First_Filter=FAILED;Last_filter=FAILED
>21998156;First_Filter=FAILED;Last_filter=PASSED
>21989632;First_Filter=FAILED;Last_filter=FAILED
>21950918;First_Filter=FAILED;Last_filter=PASSED
>21949476;First_Filter=FAILED;Last_filter=FAILED
>21931652;First_Filter=FAILED;Last_filter=PASSED
>21900402;First_Filter=FAILED;Last_filter=FAILED
>21899717;First_Filter=FAILED;Last_filter=PASSED
>21895328;First_Filter=FAILED;Last_filter=FAILED
>21876540;First_Filter=FAILED;Last_filter=PASSED
>21823764;First_Filter=FAILED;Last_filter=PASSED
>21816395;First_Filter=FAILED;Last_filter=PASSED
>21801750;First_Filter=FAILED;Last_filter=FAILED
>21792466;First_Filter=FAILED;Last_filter=PASSED
>21791477;First_Filter=FAILED;Last_filter=PASSED
>21711464;First_Filter=FAILED;Last_filter=FAILED
>21709163;First_Filter=FAILED;Last_filter=FAILED
>21645638;First_Filter=FAILED;Last_filter=PASSED
>21633943;First_Filter=FAILED;Last_filter=PASSED
>27467154;First_Filter=FAILED;Last_filter=PASSED
>21539982;First_Filter=FAILED;Last_filter=FAILED
>21536520;First_Filter=FAILED;Last_filter=FAILED
>21483735;First_Filter=FAILED;Last_filter=PASSED
>21448715;First_Filter=FAILED;Last_filter=PASSED
>21436515;First_Filter=FAILED;Last_filter=PASSED
>21427778;First_Filter=FAILED;Last_filter=PASSED
>21419403;First_Filter=FAILED;Last_filter=FAILED
>21381738;First_Filter=FAILED;Last_filter=PASSED
>21375363;First_Filter=FAILED;Last_filter=PASSED
>21347060;First_Filter=FAILED;Last_filter=PASSED
>21346931;First_Filter=FAILED;Last_filter=PASSED
>21315497;First_Filter=FAILED;Last_filter=PASSED
>21277861;First_Filter=FAILED;Last_filter=FAILED
>21152268;First_Filter=FAILED;Last_filter=PASSED
>21126796;First_Filter=FAILED;Last_filter=PASSED
>21075734;First_Filter=FAILED;Last_filter=PASSED
>20870748;First_Filter=FAILED;Last_filter=PASSED
>20857153;First_Filter=FAILED;Last_filter=PASSED
>20699376;First_Filter=FAILED;Last_filter=FAILED
>20671323;First_Filter=FAILED;Last_filter=PASSED
>20670693;First_Filter=FAILED;Last_filter=FAILED
>20629732;First_Filter=FAILED;Last_filter=PASSED
>20595312;First_Filter=FAILED;Last_filter=FAILED
>20427620;First_Filter=FAILED;Last_filter=PASSED
>20387860;First_Filter=FAILED;Last_filter=PASSED
>20338737;First_Filter=FAILED;Last_filter=PASSED
>20153972;First_Filter=FAILED;Last_filter=FAILED
>20003365;First_Filter=FAILED;Last_filter=FAILED
>19995554;First_Filter=FAILED;Last_filter=FAILED
>19964971;First_Filter=FAILED;Last_filter=PASSED
>19964449;First_Filter=FAILED;Last_filter=FAILED
>19833488;First_Filter=FAILED;Last_filter=PASSED
>19811683;First_Filter=FAILED;Last_filter=PASSED
>19802393;First_Filter=FAILED;Last_filter=PASSED
>19772619;First_Filter=FAILED;Last_filter=PASSED
>19702240;First_Filter=FAILED;Last_filter=PASSED
>19570995;First_Filter=FAILED;Last_filter=PASSED
>19519327;First_Filter=FAILED;Last_filter=PASSED
>19481161;First_Filter=FAILED;Last_filter=FAILED
>19449974;First_Filter=FAILED;Last_filter=PASSED
>19447070;First_Filter=FAILED;Last_filter=FAILED
>19431284;First_Filter=FAILED;Last_filter=PASSED
>19429898;First_Filter=FAILED;Last_filter=PASSED
>19385697;First_Filter=FAILED;Last_filter=PASSED
>19380462;First_Filter=FAILED;Last_filter=PASSED
>19343583;First_Filter=FAILED;Last_filter=PASSED
>19183790;First_Filter=FAILED;Last_filter=FAILED
>19141421;First_Filter=FAILED;Last_filter=PASSED
>23765123;First_Filter=FAILED;Last_filter=FAILED
>19068836;First_Filter=FAILED;Last_filter=PASSED
>19025689;First_Filter=FAILED;Last_filter=PASSED
>19054729;First_Filter=FAILED;Last_filter=PASSED
>18999206;First_Filter=FAILED;Last_filter=PASSED
>18958272;First_Filter=FAILED;Last_filter=PASSED
>18823764;First_Filter=FAILED;Last_filter=PASSED
>18678474;First_Filter=FAILED;Last_filter=FAILED
>18378524;First_Filter=FAILED;Last_filter=PASSED
>18291023;First_Filter=FAILED;Last_filter=PASSED
>18262472;First_Filter=FAILED;Last_filter=PASSED
>18249796;First_Filter=FAILED;Last_filter=PASSED
>18218144;First_Filter=FAILED;Last_filter=PASSED
>18213431;First_Filter=FAILED;Last_filter=PASSED
>18194539;First_Filter=FAILED;Last_filter=PASSED
>19259399;First_Filter=FAILED;Last_filter=PASSED
>18096374;First_Filter=FAILED;Last_filter=FAILED
>17945879;First_Filter=FAILED;Last_filter=FAILED
>17705164;First_Filter=FAILED;Last_filter=PASSED
>17622131;First_Filter=FAILED;Last_filter=PASSED
>17578580;First_Filter=FAILED;Last_filter=PASSED
>17475513;First_Filter=FAILED;Last_filter=FAILED
>17451225;First_Filter=FAILED;Last_filter=FAILED
>17428441;First_Filter=FAILED;Last_filter=PASSED
>17346118;First_Filter=FAILED;Last_filter=PASSED
>17235603;First_Filter=FAILED;Last_filter=PASSED
>17205373;First_Filter=FAILED;Last_filter=PASSED
>19455252;First_Filter=FAILED;Last_filter=FAILED
>17147806;First_Filter=FAILED;Last_filter=FAILED
>17118146;First_Filter=FAILED;Last_filter=FAILED
>17040100;First_Filter=FAILED;Last_filter=PASSED
>16972690;First_Filter=FAILED;Last_filter=FAILED
>16867190;First_Filter=FAILED;Last_filter=PASSED
>16843731;First_Filter=FAILED;Last_filter=FAILED
>16822321;First_Filter=FAILED;Last_filter=PASSED
>16779123;First_Filter=FAILED;Last_filter=PASSED
>16680703;First_Filter=FAILED;Last_filter=PASSED
>16675572;First_Filter=FAILED;Last_filter=FAILED
>16584568;First_Filter=FAILED;Last_filter=PASSED
>16525697;First_Filter=FAILED;Last_filter=PASSED
>16378477;First_Filter=FAILED;Last_filter=FAILED
>16284202;First_Filter=FAILED;Last_filter=PASSED
>16115317;First_Filter=FAILED;Last_filter=PASSED
>15828008;First_Filter=FAILED;Last_filter=PASSED
>15807485;First_Filter=FAILED;Last_filter=PASSED
>15799998;First_Filter=FAILED;Last_filter=PASSED
>15732138;First_Filter=FAILED;Last_filter=PASSED
>15701728;First_Filter=FAILED;Last_filter=PASSED
>15632283;First_Filter=FAILED;Last_filter=PASSED
>15585125;First_Filter=FAILED;Last_filter=PASSED
>15548451;First_Filter=FAILED;Last_filter=PASSED
>15194608;First_Filter=FAILED;Last_filter=FAILED
>15174127;First_Filter=FAILED;Last_filter=PASSED
>15166311;First_Filter=FAILED;Last_filter=PASSED
>15154767;First_Filter=FAILED;Last_filter=PASSED
>15033872;First_Filter=FAILED;Last_filter=PASSED
>14990442;First_Filter=FAILED;Last_filter=PASSED
>14728216;First_Filter=FAILED;Last_filter=PASSED
>13680400;First_Filter=FAILED;Last_filter=PASSED
>12855479;First_Filter=FAILED;Last_filter=FAILED
>12582251;First_Filter=FAILED;Last_filter=PASSED
>12556823;First_Filter=FAILED;Last_filter=FAILED
>12421757;First_Filter=FAILED;Last_filter=PASSED
>12169544;First_Filter=FAILED;Last_filter=FAILED
>11825207;First_Filter=FAILED;Last_filter=PASSED
>11158658;First_Filter=FAILED;Last_filter=PASSED
>9869221;First_Filter=FAILED;Last_filter=FAILED
>9847079;First_Filter=FAILED;Last_filter=FAILED
>9322021;First_Filter=FAILED;Last_filter=PASSED
>8563370;First_Filter=FAILED;Last_filter=PASSED
>7584388;First_Filter=FAILED;Last_filter=PASSED
>8432270;First_Filter=FAILED;Last_filter=PASSED
>1096580;First_Filter=FAILED;Last_filter=FAILED
>29706514;First_Filter=PASSED;Last_filter=FAILED
>29637101;First_Filter=PASSED;Last_filter=FAILED
>29636627;First_Filter=PASSED;Last_filter=FAILED
>29608264;First_Filter=PASSED;Last_filter=FAILED
>29593533;First_Filter=PASSED;Last_filter=FAILED
>29506464;First_Filter=PASSED;Last_filter=FAILED
>29505509;First_Filter=PASSED;Last_filter=FAILED
>29501520;First_Filter=PASSED;Last_filter=FAILED
>29469760;First_Filter=PASSED;Last_filter=FAILED
>29469759;First_Filter=PASSED;Last_filter=FAILED
>29469697;First_Filter=PASSED;Last_filter=FAILED
>29457076;First_Filter=PASSED;Last_filter=FAILED
>29445458;First_Filter=PASSED;Last_filter=FAILED
>29430697;First_Filter=PASSED;Last_filter=FAILED
>29421925;First_Filter=PASSED;Last_filter=FAILED
>29404508;First_Filter=PASSED;Last_filter=FAILED
>29315761;First_Filter=PASSED;Last_filter=FAILED
>29204346;First_Filter=PASSED;Last_filter=FAILED
>29184346;First_Filter=PASSED;Last_filter=FAILED
>29141518;First_Filter=PASSED;Last_filter=FAILED
>29117765;First_Filter=PASSED;Last_filter=FAILED
>29026478;First_Filter=PASSED;Last_filter=FAILED
>28931352;First_Filter=PASSED;Last_filter=FAILED
>28884910;First_Filter=PASSED;Last_filter=FAILED
>28831528;First_Filter=PASSED;Last_filter=FAILED
>28827990;First_Filter=PASSED;Last_filter=FAILED
>28769568;First_Filter=PASSED;Last_filter=FAILED
>28749897;First_Filter=PASSED;Last_filter=FAILED
>28744164;First_Filter=PASSED;Last_filter=FAILED
>28737103;First_Filter=PASSED;Last_filter=FAILED
>28730261;First_Filter=PASSED;Last_filter=FAILED
>28611628;First_Filter=PASSED;Last_filter=FAILED
>28580160;First_Filter=PASSED;Last_filter=FAILED
>28577951;First_Filter=PASSED;Last_filter=FAILED
>28553132;First_Filter=PASSED;Last_filter=FAILED
>28515564;First_Filter=PASSED;Last_filter=FAILED
>28488978;First_Filter=PASSED;Last_filter=FAILED
>28482929;First_Filter=PASSED;Last_filter=FAILED
>28473929;First_Filter=PASSED;Last_filter=FAILED
>28396847;First_Filter=PASSED;Last_filter=FAILED
>28360179;First_Filter=PASSED;Last_filter=FAILED
>28358139;First_Filter=PASSED;Last_filter=FAILED
>28296986;First_Filter=PASSED;Last_filter=PASSED
>28292335;First_Filter=PASSED;Last_filter=FAILED
>28203102;First_Filter=PASSED;Last_filter=FAILED
>28084616;First_Filter=PASSED;Last_filter=FAILED
>27789188;First_Filter=PASSED;Last_filter=FAILED
>27647252;First_Filter=FAILED;Last_filter=FAILED
>27621795;First_Filter=PASSED;Last_filter=FAILED
>27448063;First_Filter=FAILED;Last_filter=FAILED
>27442317;First_Filter=PASSED;Last_filter=FAILED
>27386788;First_Filter=PASSED;Last_filter=FAILED
>27330825;First_Filter=PASSED;Last_filter=FAILED
>27222786;First_Filter=PASSED;Last_filter=FAILED
>27217070;First_Filter=PASSED;Last_filter=FAILED
>27134891;First_Filter=PASSED;Last_filter=FAILED
>27134890;First_Filter=PASSED;Last_filter=FAILED
>27114108;First_Filter=PASSED;Last_filter=FAILED
>27107053;First_Filter=PASSED;Last_filter=FAILED
>27078005;First_Filter=PASSED;Last_filter=FAILED
>27040849;First_Filter=PASSED;Last_filter=FAILED
>27037914;First_Filter=PASSED;Last_filter=FAILED
>26998294;First_Filter=PASSED;Last_filter=FAILED
>26964396;First_Filter=FAILED;Last_filter=FAILED
>26951484;First_Filter=PASSED;Last_filter=FAILED
>26929286;First_Filter=PASSED;Last_filter=FAILED
>26844223;First_Filter=PASSED;Last_filter=FAILED
>26831946;First_Filter=FAILED;Last_filter=FAILED
>26769645;First_Filter=PASSED;Last_filter=FAILED
>26758326;First_Filter=FAILED;Last_filter=FAILED
>26757493;First_Filter=PASSED;Last_filter=FAILED
>26742396;First_Filter=PASSED;Last_filter=FAILED
>29492431;First_Filter=PASSED;Last_filter=FAILED
>26662551;First_Filter=PASSED;Last_filter=FAILED
>26659455;First_Filter=PASSED;Last_filter=FAILED
>26629333;First_Filter=PASSED;Last_filter=FAILED
>26604588;First_Filter=PASSED;Last_filter=FAILED
>26538961;First_Filter=PASSED;Last_filter=FAILED
>26436077;First_Filter=FAILED;Last_filter=FAILED
>26417551;First_Filter=PASSED;Last_filter=FAILED
>26329602;First_Filter=PASSED;Last_filter=FAILED
>26266136;First_Filter=PASSED;Last_filter=FAILED
>26250354;First_Filter=PASSED;Last_filter=FAILED
>26232048;First_Filter=PASSED;Last_filter=FAILED
>26216320;First_Filter=PASSED;Last_filter=FAILED
>26170788;First_Filter=PASSED;Last_filter=FAILED
>26142408;First_Filter=PASSED;Last_filter=FAILED
>26031903;First_Filter=PASSED;Last_filter=FAILED
>25914536;First_Filter=PASSED;Last_filter=FAILED
>25909242;First_Filter=PASSED;Last_filter=FAILED
>25862717;First_Filter=PASSED;Last_filter=FAILED
>25854823;First_Filter=PASSED;Last_filter=FAILED
>25853842;First_Filter=PASSED;Last_filter=FAILED
>25777978;First_Filter=FAILED;Last_filter=FAILED
>25743146;First_Filter=FAILED;Last_filter=FAILED
>25733647;First_Filter=PASSED;Last_filter=FAILED
>25711376;First_Filter=PASSED;Last_filter=PASSED
>25518798;First_Filter=FAILED;Last_filter=FAILED
>25504689;First_Filter=FAILED;Last_filter=FAILED
>25433836;First_Filter=FAILED;Last_filter=FAILED
>25359191;First_Filter=FAILED;Last_filter=FAILED
>25298592;First_Filter=FAILED;Last_filter=FAILED
>25282251;First_Filter=FAILED;Last_filter=FAILED
>25274237;First_Filter=FAILED;Last_filter=FAILED
>25269945;First_Filter=FAILED;Last_filter=FAILED
>25177625;First_Filter=FAILED;Last_filter=FAILED
>25169759;First_Filter=FAILED;Last_filter=FAILED
>25158788;First_Filter=FAILED;Last_filter=FAILED
>29147400;First_Filter=PASSED;Last_filter=PASSED
>25035049;First_Filter=FAILED;Last_filter=FAILED
>24942517;First_Filter=FAILED;Last_filter=FAILED
>24933358;First_Filter=FAILED;Last_filter=FAILED
>24888401;First_Filter=FAILED;Last_filter=FAILED
>24743726;First_Filter=FAILED;Last_filter=FAILED
>24737858;First_Filter=FAILED;Last_filter=FAILED
>24737857;First_Filter=FAILED;Last_filter=FAILED
>24737852;First_Filter=FAILED;Last_filter=PASSED
>24716778;First_Filter=FAILED;Last_filter=FAILED
>24687387;First_Filter=FAILED;Last_filter=FAILED
>24673330;First_Filter=FAILED;Last_filter=FAILED
>24663249;First_Filter=FAILED;Last_filter=FAILED
>24623051;First_Filter=FAILED;Last_filter=FAILED
>24588409;First_Filter=FAILED;Last_filter=FAILED
>24574667;First_Filter=FAILED;Last_filter=FAILED
>24512039;First_Filter=FAILED;Last_filter=FAILED
>24507208;First_Filter=FAILED;Last_filter=FAILED
>24496626;First_Filter=FAILED;Last_filter=FAILED
>24250210;First_Filter=FAILED;Last_filter=FAILED
>24081481;First_Filter=FAILED;Last_filter=FAILED
>24069541;First_Filter=FAILED;Last_filter=FAILED
>24056134;First_Filter=FAILED;Last_filter=FAILED
>24016288;First_Filter=FAILED;Last_filter=FAILED
>23947089;First_Filter=FAILED;Last_filter=FAILED
>23839186;First_Filter=FAILED;Last_filter=FAILED
>23820683;First_Filter=FAILED;Last_filter=FAILED
>23820678;First_Filter=FAILED;Last_filter=FAILED
>23777679;First_Filter=FAILED;Last_filter=FAILED
>23772536;First_Filter=FAILED;Last_filter=FAILED
>23662031;First_Filter=FAILED;Last_filter=FAILED
>23656450;First_Filter=FAILED;Last_filter=FAILED
>23628636;First_Filter=FAILED;Last_filter=FAILED
>23560121;First_Filter=FAILED;Last_filter=FAILED
>23360455;First_Filter=FAILED;Last_filter=FAILED
>23342214;First_Filter=FAILED;Last_filter=FAILED
>23238504;First_Filter=FAILED;Last_filter=FAILED
>23204033;First_Filter=FAILED;Last_filter=FAILED
>23198246;First_Filter=FAILED;Last_filter=FAILED
>23149180;First_Filter=FAILED;Last_filter=FAILED
>28509074;First_Filter=FAILED;Last_filter=FAILED
>23087524;First_Filter=FAILED;Last_filter=FAILED
>23084239;First_Filter=FAILED;Last_filter=FAILED
>23047635;First_Filter=FAILED;Last_filter=FAILED
>22968242;First_Filter=FAILED;Last_filter=FAILED
>22864159;First_Filter=FAILED;Last_filter=FAILED
>22854041;First_Filter=FAILED;Last_filter=FAILED
>22715836;First_Filter=FAILED;Last_filter=FAILED
>22683916;First_Filter=FAILED;Last_filter=FAILED
>22623443;First_Filter=FAILED;Last_filter=FAILED
>22591433;First_Filter=FAILED;Last_filter=FAILED
>22414464;First_Filter=FAILED;Last_filter=FAILED
>22345778;First_Filter=FAILED;Last_filter=FAILED
>22328496;First_Filter=FAILED;Last_filter=FAILED
>22293806;First_Filter=FAILED;Last_filter=FAILED
>22259840;First_Filter=FAILED;Last_filter=FAILED
>22187054;First_Filter=FAILED;Last_filter=FAILED
>22108743;First_Filter=FAILED;Last_filter=FAILED
>22082897;First_Filter=FAILED;Last_filter=FAILED
>22041718;First_Filter=FAILED;Last_filter=FAILED
>22013310;First_Filter=FAILED;Last_filter=FAILED
>22012144;First_Filter=FAILED;Last_filter=FAILED
>21939920;First_Filter=FAILED;Last_filter=FAILED
>21890829;First_Filter=FAILED;Last_filter=FAILED
>21881283;First_Filter=FAILED;Last_filter=FAILED
>21834698;First_Filter=FAILED;Last_filter=FAILED
>21731276;First_Filter=FAILED;Last_filter=FAILED
>23271869;First_Filter=FAILED;Last_filter=FAILED
>21702057;First_Filter=FAILED;Last_filter=FAILED
>21675930;First_Filter=FAILED;Last_filter=FAILED
>21666311;First_Filter=FAILED;Last_filter=FAILED
>21628943;First_Filter=FAILED;Last_filter=FAILED
>21535132;First_Filter=FAILED;Last_filter=FAILED
>21507837;First_Filter=FAILED;Last_filter=FAILED
>21455432;First_Filter=FAILED;Last_filter=FAILED
>21373727;First_Filter=FAILED;Last_filter=FAILED
>21365540;First_Filter=FAILED;Last_filter=FAILED
>21342230;First_Filter=FAILED;Last_filter=FAILED
>21245310;First_Filter=FAILED;Last_filter=FAILED
>21221126;First_Filter=FAILED;Last_filter=PASSED
>23130207;First_Filter=FAILED;Last_filter=FAILED
>22553646;First_Filter=FAILED;Last_filter=FAILED
>21191713;First_Filter=FAILED;Last_filter=FAILED
>21176015;First_Filter=FAILED;Last_filter=FAILED
>21148602;First_Filter=FAILED;Last_filter=FAILED
>21099409;First_Filter=FAILED;Last_filter=FAILED
>21057748;First_Filter=FAILED;Last_filter=FAILED
>21044926;First_Filter=FAILED;Last_filter=FAILED
>20973736;First_Filter=FAILED;Last_filter=FAILED
>20960909;First_Filter=FAILED;Last_filter=FAILED
>20730906;First_Filter=FAILED;Last_filter=FAILED
>20684153;First_Filter=FAILED;Last_filter=FAILED
>20665464;First_Filter=FAILED;Last_filter=FAILED
>20659616;First_Filter=FAILED;Last_filter=FAILED
>20642694;First_Filter=FAILED;Last_filter=FAILED
>20570942;First_Filter=FAILED;Last_filter=FAILED
>20525360;First_Filter=FAILED;Last_filter=FAILED
>20501354;First_Filter=FAILED;Last_filter=FAILED
>20488664;First_Filter=FAILED;Last_filter=FAILED
>20470476;First_Filter=FAILED;Last_filter=FAILED
>20392387;First_Filter=FAILED;Last_filter=FAILED
>21886739;First_Filter=FAILED;Last_filter=FAILED
>20214227;First_Filter=FAILED;Last_filter=FAILED
>20182379;First_Filter=FAILED;Last_filter=FAILED
>25386242;First_Filter=FAILED;Last_filter=FAILED
>20069072;First_Filter=FAILED;Last_filter=FAILED
>19928688;First_Filter=FAILED;Last_filter=FAILED
>19919921;First_Filter=FAILED;Last_filter=FAILED
>19778313;First_Filter=FAILED;Last_filter=FAILED
>19687711;First_Filter=FAILED;Last_filter=FAILED
>19621180;First_Filter=FAILED;Last_filter=FAILED
>19447741;First_Filter=FAILED;Last_filter=PASSED
>19439939;First_Filter=FAILED;Last_filter=FAILED
>19430860;First_Filter=FAILED;Last_filter=FAILED
>19373540;First_Filter=FAILED;Last_filter=FAILED
>19323621;First_Filter=FAILED;Last_filter=FAILED
>19321411;First_Filter=FAILED;Last_filter=FAILED
>29276453;First_Filter=FAILED;Last_filter=FAILED
>19049711;First_Filter=FAILED;Last_filter=FAILED
>27303208;First_Filter=FAILED;Last_filter=FAILED
>18827415;First_Filter=FAILED;Last_filter=FAILED
>18812271;First_Filter=FAILED;Last_filter=FAILED
>18754216;First_Filter=FAILED;Last_filter=FAILED
>18698687;First_Filter=FAILED;Last_filter=FAILED
>18575041;First_Filter=FAILED;Last_filter=FAILED
>18575033;First_Filter=FAILED;Last_filter=PASSED
>18575032;First_Filter=FAILED;Last_filter=FAILED
>18568806;First_Filter=FAILED;Last_filter=FAILED
>18552982;First_Filter=FAILED;Last_filter=FAILED
>18407259;First_Filter=FAILED;Last_filter=PASSED
>18362670;First_Filter=FAILED;Last_filter=FAILED
>18303678;First_Filter=FAILED;Last_filter=FAILED
>18234228;First_Filter=FAILED;Last_filter=FAILED
>18194909;First_Filter=FAILED;Last_filter=FAILED
>18004022;First_Filter=FAILED;Last_filter=FAILED
>17984506;First_Filter=FAILED;Last_filter=FAILED
>17669303;First_Filter=FAILED;Last_filter=FAILED
>17665856;First_Filter=FAILED;Last_filter=FAILED
>17589805;First_Filter=FAILED;Last_filter=FAILED
>17549747;First_Filter=FAILED;Last_filter=PASSED
>17535407;First_Filter=FAILED;Last_filter=FAILED
>17466924;First_Filter=FAILED;Last_filter=FAILED
>17461309;First_Filter=FAILED;Last_filter=FAILED
>17388211;First_Filter=FAILED;Last_filter=FAILED
>17363955;First_Filter=FAILED;Last_filter=FAILED
>17347980;First_Filter=FAILED;Last_filter=FAILED
>17249445;First_Filter=FAILED;Last_filter=FAILED
>17249275;First_Filter=FAILED;Last_filter=FAILED
>17225050;First_Filter=FAILED;Last_filter=FAILED
>17188066;First_Filter=FAILED;Last_filter=FAILED
>17066616;First_Filter=FAILED;Last_filter=FAILED
>17066609;First_Filter=FAILED;Last_filter=FAILED
>16958806;First_Filter=FAILED;Last_filter=FAILED
>16877909;First_Filter=FAILED;Last_filter=FAILED
>16684289;First_Filter=FAILED;Last_filter=FAILED
>16554482;First_Filter=FAILED;Last_filter=PASSED
>16548490;First_Filter=FAILED;Last_filter=FAILED
>16506108;First_Filter=FAILED;Last_filter=FAILED
>16415921;First_Filter=FAILED;Last_filter=FAILED
>16361719;First_Filter=FAILED;Last_filter=FAILED
>15906542;First_Filter=FAILED;Last_filter=FAILED
>15878074;First_Filter=FAILED;Last_filter=FAILED
>15850591;First_Filter=FAILED;Last_filter=FAILED
>15459097;First_Filter=FAILED;Last_filter=PASSED
>15455296;First_Filter=FAILED;Last_filter=FAILED
>15328988;First_Filter=FAILED;Last_filter=FAILED
>15328366;First_Filter=FAILED;Last_filter=FAILED
>15288682;First_Filter=FAILED;Last_filter=FAILED
>15266858;First_Filter=FAILED;Last_filter=FAILED
>15202085;First_Filter=FAILED;Last_filter=FAILED
>15139956;First_Filter=FAILED;Last_filter=FAILED
>15116822;First_Filter=FAILED;Last_filter=FAILED
>15116817;First_Filter=FAILED;Last_filter=FAILED
>15086405;First_Filter=FAILED;Last_filter=FAILED
>15015667;First_Filter=FAILED;Last_filter=FAILED
>14681183;First_Filter=FAILED;Last_filter=PASSED
>14606579;First_Filter=FAILED;Last_filter=FAILED
>14582541;First_Filter=FAILED;Last_filter=FAILED
>14501389;First_Filter=FAILED;Last_filter=FAILED
>12931669;First_Filter=FAILED;Last_filter=FAILED
>12921507;First_Filter=FAILED;Last_filter=FAILED
>12841560;First_Filter=FAILED;Last_filter=FAILED
>12836099;First_Filter=FAILED;Last_filter=FAILED
>12830430;First_Filter=FAILED;Last_filter=FAILED
>12773067;First_Filter=FAILED;Last_filter=FAILED
>12705545;First_Filter=FAILED;Last_filter=PASSED
>12598710;First_Filter=FAILED;Last_filter=FAILED
>12499421;First_Filter=FAILED;Last_filter=FAILED
>12474291;First_Filter=FAILED;Last_filter=PASSED
>12440088;First_Filter=FAILED;Last_filter=FAILED
>12364940;First_Filter=FAILED;Last_filter=FAILED
>12188246;First_Filter=FAILED;Last_filter=FAILED
>12164521;First_Filter=FAILED;Last_filter=FAILED
